Q1_86,1734.8269996643066
Q2_86,2244.9609985351562
Q3_86,2533.8049926757812
Q4_86,2154.9629974365234
Q1_87,1547.8189964294434
Q2_87,2104.411994934082
Q3_87,2014.3629989624023
Q4_87,1991.746997833252
Q1_88,1869.0499992370605
Q2_88,2313.631996154785
Q3_88,2128.319999694824
Q4_88,2026.8289985656738
Q1_89,1910.6039962768555
Q2_89,2331.164993286133
Q3_89,2206.5499954223633
Q4_89,2173.9679946899414
Q1_90,2148.2779998779297
Q2_90,2739.3079986572266
Q3_90,2792.7539978027344
Q4_90,2556.009994506836
Q1_91,2480.9739990234375
Q2_91,3039.522994995117
Q3_91,3172.115997314453
Q4_91,2879.0009994506836
Q1_92,2772.0
Q2_92,3550.0
Q3_92,3508.0
Q4_92,3243.859992980957
Q1_93,3056.0
Q2_93,3899.0
Q3_93,3629.0
Q4_93,3373.0
Q1_94,3352.0
Q2_94,4342.0
Q3_94,4461.0
